2020-11-11T13:40:22.326Z - MSG - Startup serviço
2020-11-11T13:40:22.517Z - AVISO - Setup cliente 43854116
2020-11-11T13:40:33.341Z - AVISOAPI - Ocorr ID: 166 - Ret API: Senha não confere. - Prot: B3D5F09B7A674C45E053C24DEC0A36E5
2020-11-11T13:43:16.175Z - SUCESSO - Ocorr ID: 237 - Ret API: BaixaOcorrencia executado com sucesso. - Prot: B3D5F7F28BAE4D2FE053C24DEC0AC9BD
2020-11-11T13:43:16.200Z - SUCESSO - Ocorr ID: 238 - Ret API: BaixaOcorrencia executado com sucesso. - Prot: B3D5F7F2A6DB4D2CE053C24DEC0AECDA
2020-11-11T13:43:16.211Z - SUCESSO - Ocorr ID: 242 - Ret API: BaixaOcorrencia executado com sucesso. - Prot: B3D5F1014ED04C50E053C24DEC0A330D
2020-11-11T13:43:16.214Z - SUCESSO - Ocorr ID: 236 - Ret API: BaixaOcorrencia executado com sucesso. - Prot: B3D5F37CC04B4C95E053C24DEC0AAD41
2020-11-11T13:43:16.234Z - SUCESSO - Ocorr ID: 239 - Ret API: BaixaOcorrencia executado com sucesso. - Prot: B3D5F7E87A774D27E053C24DEC0ADB7E
2020-11-11T13:43:16.232Z - SUCESSO - Ocorr ID: 240 - Ret API: BaixaOcorrencia executado com sucesso. - Prot: B3D5F11DA4A54C5AE053C24DEC0A6CB2
2020-11-11T13:43:16.244Z - SUCESSO - Ocorr ID: 241 - Ret API: BaixaOcorrencia executado com sucesso. - Prot: B3D5F09B7A734C45E053C24DEC0A36E5
2020-11-11T13:43:16.545Z - SUCESSO - Ocorr ID: 244 - Ret API: BaixaOcorrencia executado com sucesso. - Prot: B3D5F1C24FAF4C6DE053C24DEC0A5E96
2020-11-11T13:43:26.837Z - SUCESSO - Ocorr ID: 247 - Ret API: BaixaOcorrencia executado com sucesso. - Prot: B3D5F8E7B7E64D43E053C24DEC0AF186
2020-11-11T13:43:28.204Z - SUCESSO - Ocorr ID: 243 - Ret API: BaixaOcorrencia executado com sucesso. - Prot: B3D5F677C9524CEFE053C24DEC0A45D3
2020-11-11T13:43:28.299Z - SUCESSO - Ocorr ID: 238 - Ret API: BaixaOcorrencia executado com sucesso. - Prot: B3D5F13949B14C5DE053C24DEC0A0D15
2020-11-11T13:43:28.313Z - SUCESSO - Ocorr ID: 246 - Ret API: BaixaOcorrencia executado com sucesso. - Prot: B3D5F458A4684CBAE053C24DEC0A6894
2020-11-11T13:43:28.315Z - SUCESSO - Ocorr ID: 241 - Ret API: BaixaOcorrencia executado com sucesso. - Prot: B3D5F110ABB24C53E053C24DEC0AD65F
2020-11-11T13:43:28.317Z - SUCESSO - Ocorr ID: 244 - Ret API: BaixaOcorrencia executado com sucesso. - Prot: B3D5F4622F954CB0E053C24DEC0AD0A7
2020-11-11T13:43:28.319Z - SUCESSO - Ocorr ID: 239 - Ret API: BaixaOcorrencia executado com sucesso. - Prot: B3D5F2DA6D574C87E053C24DEC0AD484
2020-11-11T13:43:28.321Z - SUCESSO - Ocorr ID: 245 - Ret API: BaixaOcorrencia executado com sucesso. - Prot: B3D5F3C53E734C9AE053C24DEC0A3800
2020-11-11T13:43:28.326Z - SUCESSO - Ocorr ID: 242 - Ret API: BaixaOcorrencia executado com sucesso. - Prot: B3D5F0EEB6BA4C47E053C24DEC0A45CC
2020-11-11T13:43:28.333Z - SUCESSO - Ocorr ID: 240 - Ret API: BaixaOcorrencia executado com sucesso. - Prot: B3D5F1357DBE4C5FE053C24DEC0A9BA4
2020-11-11T13:43:33.390Z - SUCESSO - Ocorr ID: 247 - Ret API: BaixaOcorrencia executado com sucesso. - Prot: B3D5F4DE66FF4CCFE053C24DEC0AFA7B
2020-11-11T13:43:37.642Z - SUCESSO - Ocorr ID: 250 - Ret API: BaixaOcorrencia executado com sucesso. - Prot: B3D5F11DA4A64C5AE053C24DEC0A6CB2
2020-11-11T13:43:40.131Z - SUCESSO - Ocorr ID: 249 - Ret API: BaixaOcorrencia executado com sucesso. - Prot: B3D5F7F28BAF4D2FE053C24DEC0AC9BD
2020-11-11T13:43:40.411Z - SUCESSO - Ocorr ID: 253 - Ret API: BaixaOcorrencia executado com sucesso. - Prot: B3D5F1C24FB04C6DE053C24DEC0A5E96
2020-11-11T13:43:40.416Z - SUCESSO - Ocorr ID: 248 - Ret API: BaixaOcorrencia executado com sucesso. - Prot: B3D5F09B7A744C45E053C24DEC0A36E5
2020-11-11T13:43:40.420Z - SUCESSO - Ocorr ID: 252 - Ret API: BaixaOcorrencia executado com sucesso. - Prot: B3D5F1014ED14C50E053C24DEC0A330D
2020-11-11T13:43:40.740Z - SUCESSO - Ocorr ID: 245 - Ret API: BaixaOcorrencia executado com sucesso. - Prot: B3D5F7E87A784D27E053C24DEC0ADB7E
2020-11-11T13:43:40.760Z - SUCESSO - Ocorr ID: 246 - Ret API: BaixaOcorrencia executado com sucesso. - Prot: B3D5F37CC04C4C95E053C24DEC0AAD41
2020-11-11T13:43:40.772Z - SUCESSO - Ocorr ID: 254 - Ret API: BaixaOcorrencia executado com sucesso. - Prot: B3D5F7F2A6DC4D2CE053C24DEC0AECDA
2020-11-11T13:43:40.775Z - SUCESSO - Ocorr ID: 251 - Ret API: BaixaOcorrencia executado com sucesso. - Prot: B3D5F847A80A4D2AE053C24DEC0A7884
